firstname,lastname,email,is_customer,last_purchase_date,unique_id
ulVAqfLjfmD,ajqekWcPdUP,ulVAqfLjfmDajqekWcPdUP@gmail.com,TRUE,12-25-2020,bedc632f619b54d9605d1c79f161457de57c60dbd5cbd19a45570327defdb679
bYfrxgGJeiP,fYvgxVOCtAA,bYfrxgGJeiPfYvgxVOCtAA@gmail.com,TRUE,12-14-2020,d6d80647e7e260dc1080c32ad3809f9b44d76a7649d4ce63ab448e7218986779
nHAAyeabfkr,PalCuLCoHBk,nHAAyeabfkrPalCuLCoHBk@yahoo.com,TRUE,12-23-2020,151347d6c2d3092bdd7437f6c038e4f2dc6eec926d7dbffd7bcd48144b0f580b
AoUWrXtghQB,QpAwqWZIJnd,AoUWrXtghQBQpAwqWZIJnd@gmail.com,FALSE,12-07-2020,8668b45769d7c7192b446f2505e0bf7f14378f25c7cee198dab2d7505bf8bf27
GpJtkqdXlVc,tTXHYvZxuvv,GpJtkqdXlVctTXHYvZxuvv@yahoo.com,TRUE,12-03-2020,ea48d95a944f5e15f90217c8a4adb08e13db2a66089b7337b2a90b1c6fdc5ef8
nkMjcEXUXhn,BUDylRkQcaI,nkMjcEXUXhnBUDylRkQcaI@outlook.com,FALSE,12-01-2020,118e8669a63dd7d7dc56818a8eb410e0e21857db8af096b2240859e7b7f498ca
MnWpJMsaQoC,djeHxkhBYSj,MnWpJMsaQoCdjeHxkhBYSj@outlook.com,TRUE,12-07-2020,0750c6284d1227805505cac1801eaba8a5ff299445293dfe9b35b9162da1eb99
CHokjNZUYSi,MCDJgeXTLVx,CHokjNZUYSiMCDJgeXTLVx@yahoo.com,TRUE,12-23-2020,499e26cae44442e790b8a23d244b6be751d83d84874f6a08d74d8528c91101c4
YWumYaupXVj,fEJgqtmOzsV,YWumYaupXVjfEJgqtmOzsV@yahoo.com,FALSE,12-13-2020,9604027bbd60d2b4a92e549ae97130259f498fcb51c5670ba8d02c32afc71c08
LwbNfyvlLlt,otUOWYUqgXD,LwbNfyvlLltotUOWYUqgXD@gmail.com,TRUE,12-13-2020,4d39436ec170ce4ec18e58b1e0913b4a5cab06bddbbb2889c0d86ed16b548c22
VyXaZlCKlin,GFDAofYGRTp,VyXaZlCKlinGFDAofYGRTp@yahoo.com,TRUE,12-15-2020,bef15762af2b7793d54f20dc9cee98031069a9734cdecacbbc9a6ab06777ef81
XorvrtEVnKF,OYKLKVhjllQ,XorvrtEVnKFOYKLKVhjllQ@yahoo.com,TRUE,12-17-2020,490e8d78d8b6d877a1e346917bc9a379f1abb2edc6fd6846bef40836e6702903
tFDDNRJnHws,KKVtuRvxJiI,tFDDNRJnHwsKKVtuRvxJiI@outlook.com,TRUE,12-31-2020,b6650e7c15fe17902a06b3183dafc0bda5014ed4f1fa86fc9169dd0ace6b8e13
mlcpTFJketF,vMyZfbajboM,mlcpTFJketFvMyZfbajboM@outlook.com,TRUE,12-04-2020,2385cf8e0883cb93a3faa22465023cc33078a15d931c6979158d82d1cb637fbb
oTAPzMwgClZ,whDKpaqVZXD,oTAPzMwgClZwhDKpaqVZXD@gmail.com,FALSE,12-13-2020,d343b5ac2d34a2e6a3883d075a8fa3b5e2f3964d617ef60ea887bec7eba4e506
qBGupzLSehf,TXEFrNZlNzz,qBGupzLSehfTXEFrNZlNzz@yahoo.com,FALSE,12-05-2020,cac36e52b39c913e32c4ce343b6658bcd403f12d9790df1956b55d25dc3ea38a
ZOcfHAgDfZM,RBGYmwiWXnw,ZOcfHAgDfZMRBGYmwiWXnw@gmail.com,TRUE,12-26-2020,bbe2e99f66a734a3319a718b7b94455b84c96dd9e3b250745382a9e4574c54d1
BgJNZYTrawZ,PKYRhkUIQcG,BgJNZYTrawZPKYRhkUIQcG@outlook.com,FALSE,12-21-2020,5a71b53f09bf5505f89031d2acb9c91651655fc1320e9199d11195209c06851a
sVrLaWEOiun,jWXpdgQiGHQ,sVrLaWEOiunjWXpdgQiGHQ@gmail.com,FALSE,12-08-2020,1c70c11fa77ce2cf7c7ddc34db8bfe294a35b49149fca72641c001e2cbca0603
jjLAbITLWtk,dNxZFZMhMGy,jjLAbITLWtkdNxZFZMhMGy@yahoo.com,TRUE,12-04-2020,cc0d04fe5faa2ff6e3ecc4015394d986836eb20ed39e96a8f3241849e37d73e0
wBFTbHSMrQF,rOPSjTwrzTz,wBFTbHSMrQFrOPSjTwrzTz@gmail.com,FALSE,12-12-2020,825b95818f2fc6e56ea593afcc0f437602211e05e7722ccc09a0c798843f8ccc
OwvPMRtSNvi,UPNrnprpqys,OwvPMRtSNviUPNrnprpqys@gmail.com,FALSE,12-31-2020,c00f465e733297cc0ca566e340288329b999a7813dcec50a775959749ae2aa71
uuAquepLIHs,bUqXQQqZVyQ,uuAquepLIHsbUqXQQqZVyQ@outlook.com,FALSE,12-13-2020,82898d0710a24011d261cef05422d0f5f8506a44259bdebcfcfed32e954b93db
HjNCHstPgOJ,abZEgffdaxr,HjNCHstPgOJabZEgffdaxr@yahoo.com,FALSE,12-26-2020,c4d8f632587613dd6ea1bab4413112988c41e633d97741e35a28b7975e6cc695
GKRbqgJSHPd,ipjQLzBqHFv,GKRbqgJSHPdipjQLzBqHFv@gmail.com,TRUE,12-31-2020,f7e7ccdbb948f20f40ed3f74b97921704133f831b17d50faba9475fdab59009d
ycajVghKKSh,PiXbMcYCpJX,ycajVghKKShPiXbMcYCpJX@yahoo.com,TRUE,12-14-2020,491366c1d15d4e37a11b4e5b0cb32bcf9456452ef4db0524d3ffdf1068b783ca
sCzyUhoWhsj,MLZBVqgryOI,sCzyUhoWhsjMLZBVqgryOI@yahoo.com,TRUE,12-21-2020,483b41aa60577d9a2713c37ed15813d5b563d79d50eefb77277dd1ff76035bc3
LbmhwgoKRZl,MkDitGeUIGV,LbmhwgoKRZlMkDitGeUIGV@gmail.com,TRUE,12-19-2020,f6a30753e6715d02f49bcdd4430c88166705c206e1796a918ae664650639cafa
KhIuViTYRLN,tNbRhwrVZBh,KhIuViTYRLNtNbRhwrVZBh@outlook.com,FALSE,12-19-2020,31fa3f099aa2bad40b0a04c6468922e1c05a300020a90b3b9adb79d1761a5e6d
RersOmnRvWF,rdcITJowWzL,RersOmnRvWFrdcITJowWzL@yahoo.com,FALSE,12-08-2020,20782f489d6b1c3dd232a1a086548db63731ae4ad785fb3727835af78425ec8a
DrlJfyUMxgD,PkAJPRBmnoi,DrlJfyUMxgDPkAJPRBmnoi@yahoo.com,TRUE,12-22-2020,7077660619a68c71d8d5e93dbabe98e29b23c5a8bd1afb501519ed934ca3154a
fIVMRLqzZvJ,FPAcXYmtVKn,fIVMRLqzZvJFPAcXYmtVKn@gmail.com,TRUE,12-06-2020,e680146dee88d186359501707ec445346b17cda2663dbe0682c12a3fa473a1d5
lItdtUotifu,gkKbIFogKHT,lItdtUotifugkKbIFogKHT@yahoo.com,TRUE,12-31-2020,26e2e2affe4f6135f59cb88e0b66b5662e8285894f66f40fce78ac790c8b8666
jdmHGLyMztP,QkyBmBsooyo,jdmHGLyMztPQkyBmBsooyo@outlook.com,FALSE,12-26-2020,a5c5d34fb53e912e171391683e12a02f2bf781c1298a9b6d94be9f8c026baa4d
bycfkDhybzY,wYsnqzfnEOn,bycfkDhybzYwYsnqzfnEOn@gmail.com,TRUE,12-17-2020,471b31bc3448b395dcd8d30ca153431e209da8c8ca6b737583a15ad14805dda3
qzICBIyWHuk,ICePKyKMptC,qzICBIyWHukICePKyKMptC@gmail.com,TRUE,12-29-2020,19e4e1671b944d43f52314aba6809771f24ceae66c8d4070e1f1ba52b638b548
RWovDikbINS,bqKATZdQPgH,RWovDikbINSbqKATZdQPgH@outlook.com,TRUE,12-29-2020,4d312a3b18dbd72990d5b111aaa640e2a84d6520e0b32359db1b443dba3a94c0
DCVctunFPRZ,JQFWDnwlKZo,DCVctunFPRZJQFWDnwlKZo@outlook.com,TRUE,12-14-2020,c4e27b6aebad6917236ce7556526d84abf291f387e7d38c75b495b78342a35db
LugEIFUnoMN,uLWtKCnLDbs,LugEIFUnoMNuLWtKCnLDbs@gmail.com,FALSE,12-19-2020,e34908ecfa9c28d2032feb1691bfa7b88891f003428a7c22b0daa0d2c3180c4d
WKTrjBnbJjj,jVgmfzqEVVV,WKTrjBnbJjjjVgmfzqEVVV@outlook.com,FALSE,12-06-2020,625a740fe37dfe199e43f57f218a7d64f387a5e3109ac902f4c2e8c8f54c44ba
DcxedzfhbxW,TVnBjYyHpLQ,DcxedzfhbxWTVnBjYyHpLQ@yahoo.com,TRUE,12-05-2020,0f4b823f12b4bec8e05ff46d45db28ccba9713cc13fb46a399d91bd7ff880b30
KMNBmbzUyfH,ueeYMjjhNXt,KMNBmbzUyfHueeYMjjhNXt@yahoo.com,TRUE,12-07-2020,805f2377e072dcfba5aefcc8114701cf6341a84cad0edc5080af648b11452cae
KyEBiFZxWQl,WqHvFTZPADB,KyEBiFZxWQlWqHvFTZPADB@gmail.com,FALSE,12-20-2020,cf298c38854001bb1856e4a8d94f8f4fa6837f9666f66470e926b460f5f889f5
uNjXMNCDQOG,OhFYdmsYPyF,uNjXMNCDQOGOhFYdmsYPyF@outlook.com,TRUE,12-03-2020,42393328426ff89987dc742d60b9da158ed74912a65504e6050055af4960d3cf
LlGRWFoaaAt,XBJLrfMhuxC,LlGRWFoaaAtXBJLrfMhuxC@yahoo.com,TRUE,12-29-2020,b2737b24ba4926936a2ffac07548e5d5d6d0c7369369770ceedd078caf7f64ac
bnmtKqIMFwP,gAdaijOXHpz,bnmtKqIMFwPgAdaijOXHpz@gmail.com,FALSE,12-23-2020,fc6b45cbf196e6fd80dff3939abbeb9081d0de2feae74324fabc3f5813cb379d
rsSZfcxRBbl,QblaKUbevuJ,rsSZfcxRBblQblaKUbevuJ@yahoo.com,FALSE,12-23-2020,54575496185b6cdd9bc0a02f56f796226982b0dbf564310cc6bf2d1ae57ffc5f
PgvGfmROqOj,nGxVzYoQGnz,PgvGfmROqOjnGxVzYoQGnz@outlook.com,TRUE,12-13-2020,f557c156a1307cfd0f3902b8148d942b53aacda2773ffb20fc8efe991fcb1882
LYAHRQjBWKS,AJQsIImKfph,LYAHRQjBWKSAJQsIImKfph@yahoo.com,FALSE,12-19-2020,091c61be18ad2785cc97f99058be3ff5e3af68a10a127d2243ed6a80234c7fba
DWycMOUqAKu,JJNMUjvXyxU,DWycMOUqAKuJJNMUjvXyxU@gmail.com,TRUE,12-02-2020,6c1a1df779429c69fe3ef91da32525423c083796f58b586bd97a35e484047361
REsZwRhPNjR,SJXbeFrTDPM,REsZwRhPNjRSJXbeFrTDPM@gmail.com,FALSE,12-14-2020,4cdd5aa980dcb0192ee718d26c78d394527f10b035c8a306c40f179d4598762c
nKnLbgIrsgg,DxnAiUfjRhX,nKnLbgIrsggDxnAiUfjRhX@yahoo.com,FALSE,12-15-2020,2d750ce47f07a3b699c8e04e80cc7372e7a46ac4cf334f80b489b2f54462e3e7
ZJVcGlgeluP,rusdGXQwQQU,ZJVcGlgeluPrusdGXQwQQU@outlook.com,TRUE,12-07-2020,2853cf5be4ce1b5537ebec067aad1b6fd9635e389b3200413b8d38e5ed445734
UrLwyopganQ,xZzzrtlGrhz,UrLwyopganQxZzzrtlGrhz@yahoo.com,FALSE,12-20-2020,c181331325263b988051be9ab712a13b01d40447eaa5da63adfb4408337b7994
CRCtXdqEgdP,ChIwQFPXsry,CRCtXdqEgdPChIwQFPXsry@outlook.com,TRUE,12-22-2020,e9f5b55280746862f87af2b1e8786e0d8f11bb1f05d499c229747fe23216ca66
aKSNDgaijsO,emhCVyTWCVT,aKSNDgaijsOemhCVyTWCVT@gmail.com,FALSE,12-10-2020,25f2db4dee664f9d6a966a1a1c4caa94e78e8eeeac59eb26051d73b4157c6f8d
RWgVSxwGxoh,yXLLnlCtfCA,RWgVSxwGxohyXLLnlCtfCA@yahoo.com,TRUE,12-30-2020,5954f4e37ea7fc8e0c3c254b7779d4633ad3ddec88cfaac6609d1d1a1adde47d
FnDoQhYUTld,wYmkVwujfLO,FnDoQhYUTldwYmkVwujfLO@gmail.com,FALSE,12-02-2020,33c2c8755105f800cd1fac674697858a76f91528ee6b9c58e22c8607f23a6745
GChTnPikmiM,EfMCSjiSDnV,GChTnPikmiMEfMCSjiSDnV@yahoo.com,TRUE,12-19-2020,2f777c5cfb359fc222ab2763c819d83a139613250da7ba3f8602b0605175b3e7
bDRvIMRjAKd,hqrbqZNmBSi,bDRvIMRjAKdhqrbqZNmBSi@gmail.com,FALSE,12-04-2020,dce103c765b6cf4b1de3b0fb6c907ff17e7ac39ded86ab4797d47dff0b1f878c
jqNSwqdmQwD,DMkxrchrmql,jqNSwqdmQwDDMkxrchrmql@gmail.com,TRUE,12-01-2020,37904f9518f4583c3349c596676d3087c36d3c9dca54221563322fef53c89b51
IRSHqcMiLdQ,shKvvTMOgNV,IRSHqcMiLdQshKvvTMOgNV@outlook.com,TRUE,12-11-2020,0913e3a06bf4e3784b58ff92ac86b084f143f8a706ac685668fd0fac91380269
UkOjlJMgWBo,yTGobcvRmGa,UkOjlJMgWBoyTGobcvRmGa@gmail.com,FALSE,12-29-2020,d938821fd6038f7434a6d1b9bbd51ed9e6e6e56286cc962e1ab71b2709b9b306
VqdXQIDvWYF,pzIeppTkwRo,VqdXQIDvWYFpzIeppTkwRo@gmail.com,FALSE,12-20-2020,2877371e260bda5efd7ea8832c4ee6d52a45c546b97acb9f8f51c84773bed252
VDMRopBPiDo,efYhrIESovN,VDMRopBPiDoefYhrIESovN@outlook.com,FALSE,12-23-2020,11439a9a003fb1fb00cc547b025cf7371378166d4f901d9488ad05fd1d787681
SQDLJZaFKfO,DgttNliyDLb,SQDLJZaFKfODgttNliyDLb@yahoo.com,FALSE,12-06-2020,2128446636bfa248bc04e0122705e74c3d6046164ada56a95205c4ab08e02e91
uaIzrFiFLyK,rcwCWNBBcom,uaIzrFiFLyKrcwCWNBBcom@gmail.com,FALSE,12-06-2020,f0909f97e757c0c5994cf73e7bf34a12697047b6325737eb61db8747a18dd860
RMgMFRQXDze,fHVKwzvBqnC,RMgMFRQXDzefHVKwzvBqnC@yahoo.com,FALSE,12-05-2020,188b7c07a58e9c9312098f2fefb4a4b503f25f8b7113891c0d5da5ed35c2c305
uiOlHGCUldm,alybBaknIYA,uiOlHGCUldmalybBaknIYA@yahoo.com,FALSE,12-04-2020,fd75a55a5ecdc2aceb845ec918064a2ea74b1aa1183f3399b898adcf2683b642
JPJdbYEQZYs,UdNdRxqwVCI,JPJdbYEQZYsUdNdRxqwVCI@yahoo.com,TRUE,12-07-2020,fbbbcb211be5e4631fa1b4878689cc4362626f4bafabe8697b12f15c5fdc3cc8
yTKTINSRxcK,wmIICISzITP,yTKTINSRxcKwmIICISzITP@yahoo.com,TRUE,12-02-2020,293a4569af5bfaad96743aec799483b860c286eacde4387c08fb139ff092ad49
ZTjdfoVIydf,FFktMviCUmo,ZTjdfoVIydfFFktMviCUmo@gmail.com,TRUE,12-25-2020,5749d4410b5b40e6a7c9aee2e501b9b6bef322c183c199a3e1ebf15df6dcfdb3
eksRpfFifbe,FuzXJCsymDR,eksRpfFifbeFuzXJCsymDR@yahoo.com,FALSE,12-17-2020,1a1eebff4d00ef4d2cbfb99e1f71b23b04d6296206360eff8f03dc1e538f5b9d
TeXjPlIhnAC,iYMMleJQucQ,TeXjPlIhnACiYMMleJQucQ@yahoo.com,FALSE,12-24-2020,75a05187b6900982ddc28fc14cf67163d58bce25470fc866e654e4fb5d26f18d
UsCCtNUEBFQ,AMMXxuUhVfB,UsCCtNUEBFQAMMXxuUhVfB@gmail.com,TRUE,12-01-2020,dd8f099dc3959a57d85aa02fcdb7d5629ca8ea7273ed20c4d91cb99d1b646bda
mNduXbYbBHJ,vWfbhbojlGq,mNduXbYbBHJvWfbhbojlGq@yahoo.com,FALSE,12-08-2020,9ac814124d3e2ae2653f57acce17bea3981d9ac16d7128662b24fced18640424
lrzSwEgiOBA,FdbCuvZbuuh,lrzSwEgiOBAFdbCuvZbuuh@gmail.com,TRUE,12-28-2020,4b802e7bde2608e909d73b6306fcaa4c9106b50438924ba8ac01d11cb1e9ef32
kjUQhNboSpd,huAHVrwKMYQ,kjUQhNboSpdhuAHVrwKMYQ@gmail.com,TRUE,12-24-2020,0c5716337c7f17c6e35685efbe9053d51744b2a82adca8353f3a3051970a05b1
KiEJHtouoyK,eyIJFnbNGdE,KiEJHtouoyKeyIJFnbNGdE@yahoo.com,TRUE,12-28-2020,ce82769d2e1438ca773daf59a8965580ef8c5d1ad3f0ddf2bbdba920ea232520
voKnNivCVha,AKrscOfTyXy,voKnNivCVhaAKrscOfTyXy@gmail.com,FALSE,12-18-2020,46912943bc8bb7c55f92f1646aed177ca5121c320087c379e4b9013fcd140f8e
oxmigQkXOzf,JSuboaXpiFb,oxmigQkXOzfJSuboaXpiFb@gmail.com,FALSE,12-17-2020,059fa7796d50286df07fec02ffd8a30808254956ced1899ba7de827ff93b1479
kPOMBtZCzXc,sWuNVCneQjf,kPOMBtZCzXcsWuNVCneQjf@yahoo.com,FALSE,12-04-2020,ef3cde7c0909734ce5a6ff0f8cff64486e2d43cfba40b4e23ae234c61bcc49ea
dhfdeDzGFgv,VgQkEnzgWzB,dhfdeDzGFgvVgQkEnzgWzB@gmail.com,FALSE,12-13-2020,9db6f23fd0dfab22a2a8a157eadbd501323eac0614f402851e5aef7542844d18
wBiRIBoFYpF,ZnyHikirCZp,wBiRIBoFYpFZnyHikirCZp@yahoo.com,FALSE,12-20-2020,2add0ff7aadafdbc1513d288d628574b240b216b12fafa2222e4a8101f53b626
